epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.05200757458806038,
0,99,,0.009646113030612469,
0,149,,0.022852422669529915,
0,199,,0.011633500456809998,
0,249,,0.017414722591638565,
0,299,,0.01495438627898693,
0,349,,0.03029339201748371,
0,399,,0.05177702009677887,
0,449,,0.033576466143131256,
0,499,,0.00665883207693696,
0,549,,0.016223305836319923,
0,599,,0.008556166663765907,
0,649,,0.01575290784239769,
0,699,,0.03613082319498062,
0,749,,0.007721675559878349,
0,799,,0.026551343500614166,
0,849,,0.016768168658018112,
0,899,,0.031506724655628204,
0,949,,0.011641290970146656,
0,999,,0.02043353021144867,
0,1049,,0.03346027061343193,
0,1099,,0.01651318185031414,
0,1149,,0.011808707378804684,
0,1199,,0.012830967083573341,
0,1249,,0.015521714463829994,
0,1299,,0.010874751023948193,
0,1349,,0.0260048508644104,
0,1399,,0.025984805077314377,
0,1449,,0.013938364572823048,
0,1499,,0.009816021658480167,
0,1549,,0.009705371223390102,
0,1599,,0.014695950783789158,
0,1649,,0.00918490532785654,
0,1699,,0.007289418950676918,
0,1749,,0.00929212011396885,
0,1799,,0.024739813059568405,
0,1849,,0.020529741421341896,
0,1899,,0.02686908096075058,
0,1949,,0.018706202507019043,
0,1999,,0.016235750168561935,
0,2049,,0.02557416632771492,
0,2099,,0.0076072365045547485,
0,2149,,0.022681202739477158,
0,2199,,0.031087614595890045,
0,2249,,0.03685540705919266,
0,2299,,0.013474095612764359,
0,2349,,0.005235368851572275,
0,2399,,0.0221391748636961,
0,2449,,0.023611202836036682,
0,2499,,0.007146068383008242,
0,2549,,0.01585112139582634,
0,2599,,0.030323218554258347,
0,2649,,0.020266253501176834,
0,2699,,0.021226312965154648,
0,2749,,0.007888787426054478,
0,2799,,0.024485215544700623,
0,2849,,0.011252407915890217,
0,2899,,0.016939876601099968,
0,2949,,0.014929011464118958,
0,2975,,,0.013729381375014782
0,2975,0.019925478845834732,,
1,2999,,0.010274073109030724,
1,3049,,0.016961291432380676,
1,3099,,0.01131916418671608,
1,3149,,0.017138076946139336,
1,3199,,0.008449045941233635,
1,3249,,0.008970103226602077,
1,3299,,0.0284993015229702,
1,3349,,0.006079833023250103,
1,3399,,0.015778791159391403,
1,3449,,0.00863373838365078,
1,3499,,0.0066727567464113235,
1,3549,,0.049180567264556885,
1,3599,,0.011347775347530842,
1,3649,,0.010089734569191933,
1,3699,,0.01085389032959938,
1,3749,,0.014431402087211609,
1,3799,,0.02339852601289749,
1,3849,,0.0066970959305763245,
1,3899,,0.023749416694045067,
1,3949,,0.02893364429473877,
1,3999,,0.038892246782779694,
1,4049,,0.007330628577619791,
1,4099,,0.014898370020091534,
1,4149,,0.006784490775316954,
1,4199,,0.0051768459379673,
1,4249,,0.01606013998389244,
1,4299,,0.024946972727775574,
1,4349,,0.00817960873246193,
1,4399,,0.0112577173858881,
1,4449,,0.009608330205082893,
1,4499,,0.0173962339758873,
