epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.4404219388961792,
0,99,,0.2992894649505615,
0,149,,0.26505282521247864,
0,199,,0.2540389597415924,
0,249,,0.18951579928398132,
0,299,,0.07050320506095886,
0,349,,0.14311204850673676,
0,399,,0.08790026605129242,
0,449,,0.0765354186296463,
0,499,,0.15109069645404816,
0,549,,0.06213771551847458,
0,599,,0.06993240863084793,
0,649,,0.04595252126455307,
0,699,,0.05425768718123436,
0,749,,0.03007194958627224,
0,799,,0.023695051670074463,
0,849,,0.03043856844305992,
0,899,,0.05392807722091675,
0,949,,0.08851605653762817,
0,999,,0.0355624258518219,
0,1049,,0.03960038721561432,
0,1099,,0.0258992537856102,
0,1149,,0.024148499593138695,
0,1199,,0.048450127243995667,
0,1249,,0.08523494005203247,
0,1299,,0.01035778596997261,
0,1349,,0.017074517905712128,
0,1399,,0.03205688297748566,
0,1449,,0.037840791046619415,
0,1499,,0.01571492850780487,
0,1549,,0.026681669056415558,
0,1599,,0.02877611108124256,
0,1649,,0.03409206122159958,
0,1699,,0.04671819508075714,
0,1749,,0.06592623889446259,
0,1799,,0.013401045463979244,
0,1849,,0.055269159376621246,
0,1899,,0.026638610288500786,
0,1949,,0.026055241003632545,
0,1999,,0.021961040794849396,
0,2049,,0.011470822617411613,
0,2099,,0.020687807351350784,
0,2149,,0.022157007828354836,
0,2199,,0.023738719522953033,
0,2249,,0.02846069633960724,
0,2299,,0.042301032692193985,
0,2349,,0.03977648541331291,
0,2399,,0.016319796442985535,
0,2449,,0.02759452909231186,
0,2499,,0.022466693073511124,
0,2549,,0.01512813474982977,
0,2599,,0.01840372011065483,
0,2649,,0.047856517136096954,
0,2699,,0.01794305257499218,
0,2749,,0.021410783752799034,
0,2799,,0.04208579659461975,
0,2849,,0.012101631611585617,
0,2899,,0.029585039243102074,
0,2949,,0.028186053037643433,
0,2975,,,0.024925922974944115
0,2975,0.07219269871711731,,
1,2999,,0.02198120765388012,
1,3049,,0.03812790289521217,
1,3099,,0.06279602646827698,
1,3149,,0.015226190909743309,
1,3199,,0.015524813905358315,
1,3249,,0.013861358165740967,
1,3299,,0.017394650727510452,
1,3349,,0.01827886328101158,
1,3399,,0.0279124416410923,
1,3449,,0.02522283047437668,
1,3499,,0.02629799209535122,
1,3549,,0.018508877605199814,
1,3599,,0.010329140350222588,
