epoch,step,train_loss_denorm,train_loss_norm,val_loss_denorm,val_loss_norm
0,743,,,21.920991897583008,0.2061896026134491
0,743,27.657468795776367,0.2601470649242401,,
1,1487,,,21.47276496887207,0.2019735723733902
1,1487,20.86887550354004,0.19629336893558502,,
2,2231,,,21.357824325561523,0.20089243352413177
2,2231,20.61818504333496,0.1939353495836258,,
3,2975,,,21.090749740600586,0.19838029146194458
3,2975,20.597713470458984,0.1937427967786789,,
4,3719,,,21.209129333496094,0.19949378073215485
4,3719,20.657888412475586,0.1943087875843048,,
5,4463,,,24.743988037109375,0.2327427864074707
5,4463,20.518712997436523,0.1929997205734253,,
6,5207,,,21.224857330322266,0.19964173436164856
6,5207,20.49653434753418,0.19279110431671143,,
7,5951,,,22.509765625,0.21172763407230377
7,5951,20.184301376342773,0.18985424935817719,,
8,6695,,,20.90989875793457,0.1966792345046997
8,6695,20.309005737304688,0.1910271942615509,,
9,7439,,,20.94341278076172,0.19699445366859436
9,7439,20.259429931640625,0.19056086242198944,,
10,8183,,,21.40382957458496,0.2013251632452011
10,8183,20.207866668701172,0.19007590413093567,,
11,8927,,,22.090187072753906,0.20778106153011322
11,8927,20.229867935180664,0.19028282165527344,,
12,9671,,,20.883302688598633,0.1964290589094162
12,9671,20.120067596435547,0.18925003707408905,,
13,10415,,,22.149839401245117,0.20834214985370636
13,10415,20.100360870361328,0.18906468152999878,,
14,11159,,,20.842296600341797,0.19604335725307465
14,11159,19.977638244628906,0.18791034817695618,,
15,11903,,,21.369937896728516,0.20100636780261993
15,11903,19.96042251586914,0.18774840235710144,,
16,12647,,,21.171194076538086,0.19913695752620697
16,12647,19.922760009765625,0.1873941719532013,,
17,13391,,,20.697200775146484,0.19467855989933014
17,13391,19.874792098999023,0.1869429647922516,,
18,14135,,,20.78730010986328,0.19552607834339142
18,14135,19.928382873535156,0.18744704127311707,,
19,14879,,,20.802888870239258,0.1956726759672165
19,14879,19.792865753173828,0.18617236614227295,,
20,15623,,,20.997316360473633,0.19750148057937622
20,15623,19.72814178466797,0.1855635643005371,,
21,16367,,,20.68834114074707,0.19459524750709534
21,16367,19.73614501953125,0.18563885986804962,,
22,17111,,,20.976764678955078,0.19730816781520844
22,17111,19.707874298095703,0.1853729635477066,,
23,17855,,,20.56144142150879,0.19340161979198456
23,17855,19.67975425720215,0.18510845303535461,,
24,18599,,,20.619810104370117,0.19395065307617188
24,18599,19.60313606262207,0.18438775837421417,,
25,19343,,,20.9740047454834,0.19728219509124756
25,19343,19.53227424621582,0.18372122943401337,,
26,20087,,,21.073841094970703,0.19822126626968384
26,20087,19.487993240356445,0.18330474197864532,,
27,20831,,,21.475400924682617,0.20199835300445557
27,20831,19.490337371826172,0.18332678079605103,,
28,21575,,,20.890369415283203,0.19649554789066315
28,21575,19.52665901184082,0.18366840481758118,,
